timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1685031862773,3,Home,404,Not Found,Thread Group 1-1,text,false,Test failed: text expected to contain /Welcome to JPetStore 6/,206,130,4,4,http://localhost:8080/%20/jpetstore,3,0,1
1685031863135,3,Home,404,Not Found,Thread Group 1-2,text,false,Test failed: text expected to contain /Welcome to JPetStore 6/,206,130,5,5,http://localhost:8080/%20/jpetstore,3,0,1
1685031863591,3,Home,404,Not Found,Thread Group 1-3,text,false,Test failed: text expected to contain /Welcome to JPetStore 6/,206,130,6,6,http://localhost:8080/%20/jpetstore,3,0,1
1685031863958,3,Home,404,Not Found,Thread Group 1-4,text,false,Test failed: text expected to contain /Welcome to JPetStore 6/,206,130,7,7,http://localhost:8080/%20/jpetstore,3,0,1
1685031864310,4,Main Catalog,200,OK,Thread Group 1-1,text,true,,6017,399,8,8,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031864395,2,Home,404,Not Found,Thread Group 1-5,text,false,Test failed: text expected to contain /Welcome to JPetStore 6/,206,130,8,8,http://localhost:8080/%20/jpetstore,2,0,1
1685031864728,3,Main Catalog,200,OK,Thread Group 1-2,text,true,,6017,399,9,9,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1685031864768,2,Home,404,Not Found,Thread Group 1-6,text,false,Test failed: text expected to contain /Welcome to JPetStore 6/,206,130,9,9,http://localhost:8080/%20/jpetstore,2,0,1
1685031865152,3,Home,404,Not Found,Thread Group 1-7,text,false,Test failed: text expected to contain /Welcome to JPetStore 6/,206,130,10,10,http://localhost:8080/%20/jpetstore,3,0,1
1685031865154,4,Main Catalog,200,OK,Thread Group 1-3,text,true,,6017,399,10,10,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031865467,4,Main Catalog,200,OK,Thread Group 1-4,text,true,,6017,399,11,11,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031865520,2,Home,404,Not Found,Thread Group 1-8,text,false,Test failed: text expected to contain /Welcome to JPetStore 6/,206,130,11,11,http://localhost:8080/%20/jpetstore,2,0,0
1685031865840,5,Sign In,200,OK,Thread Group 1-1,text,true,,3923,639,12,12,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=mwR7Dz9sAehuThV0CCChut0Lc03ksmEu-3Vi8BIJ.eu-lenovo-yoga-720-13ikb?signonForm=,5,0,0
1685031865961,4,Main Catalog,200,OK,Thread Group 1-5,text,true,,6017,399,12,12,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031865976,2,Home,404,Not Found,Thread Group 1-9,text,false,Test failed: text expected to contain /Welcome to JPetStore 6/,206,130,12,12,http://localhost:8080/%20/jpetstore,2,0,1
1685031866278,6,Sign In,200,OK,Thread Group 1-2,text,true,,3925,639,13,13,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=mwR7Dz9sAehuThV0CCChut0Lc03ksmEu-3Vi8BIJ.eu-lenovo-yoga-720-13ikb?signonForm=,6,0,0
1685031866290,4,Main Catalog,200,OK,Thread Group 1-6,text,true,,6017,399,13,13,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031866350,3,Home,404,Not Found,Thread Group 1-10,text,false,Test failed: text expected to contain /Welcome to JPetStore 6/,206,130,13,13,http://localhost:8080/%20/jpetstore,3,0,1
1685031866681,6,Sign In,200,OK,Thread Group 1-3,text,true,,3921,639,14,14,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=mwR7Dz9sAehuThV0CCChut0Lc03ksmEu-3Vi8BIJ.eu-lenovo-yoga-720-13ikb?signonForm=,5,0,0
1685031866693,4,Main Catalog,200,OK,Thread Group 1-7,text,true,,6017,399,14,14,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031866733,2,Home,404,Not Found,Thread Group 1-11,text,false,Test failed: text expected to contain /Welcome to JPetStore 6/,206,130,14,14,http://localhost:8080/%20/jpetstore,2,0,1
1685031866993,5,Sign In,200,OK,Thread Group 1-4,text,true,,3921,639,15,15,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=mwR7Dz9sAehuThV0CCChut0Lc03ksmEu-3Vi8BIJ.eu-lenovo-yoga-720-13ikb?signonForm=,5,0,0
1685031867074,4,Main Catalog,200,OK,Thread Group 1-8,text,true,,6017,399,15,15,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031867169,2,Home,404,Not Found,Thread Group 1-12,text,false,Test failed: text expected to contain /Welcome to JPetStore 6/,206,130,15,15,http://localhost:8080/%20/jpetstore,2,0,1
1685031867473,5,Sign In,200,OK,Thread Group 1-5,text,true,,3923,639,16,16,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=mwR7Dz9sAehuThV0CCChut0Lc03ksmEu-3Vi8BIJ.eu-lenovo-yoga-720-13ikb?signonForm=,5,0,0
1685031867519,4,Main Catalog,200,OK,Thread Group 1-9,text,true,,6017,399,16,16,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031867542,1,Home,404,Not Found,Thread Group 1-13,text,false,Test failed: text expected to contain /Welcome to JPetStore 6/,206,130,16,16,http://localhost:8080/%20/jpetstore,1,0,1
1685031867850,4,Sign In,200,OK,Thread Group 1-6,text,true,,3923,639,17,17,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=mwR7Dz9sAehuThV0CCChut0Lc03ksmEu-3Vi8BIJ.eu-lenovo-yoga-720-13ikb?signonForm=,4,0,0
1685031867948,3,Main Catalog,200,OK,Thread Group 1-10,text,true,,6017,399,17,17,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1685031867984,3,Home,404,Not Found,Thread Group 1-14,text,false,Test failed: text expected to contain /Welcome to JPetStore 6/,206,130,17,17,http://localhost:8080/%20/jpetstore,3,0,1
1685031868209,3,Sign In,200,OK,Thread Group 1-7,text,true,,3925,639,18,18,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=mwR7Dz9sAehuThV0CCChut0Lc03ksmEu-3Vi8BIJ.eu-lenovo-yoga-720-13ikb?signonForm=,3,0,0
1685031868290,4,Main Catalog,200,OK,Thread Group 1-11,text,true,,6017,399,18,18,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031868328,2,Home,404,Not Found,Thread Group 1-15,text,false,Test failed: text expected to contain /Welcome to JPetStore 6/,206,130,18,18,http://localhost:8080/%20/jpetstore,2,0,1
1685031868645,5,Sign In,200,OK,Thread Group 1-8,text,true,,3925,639,19,19,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=mwR7Dz9sAehuThV0CCChut0Lc03ksmEu-3Vi8BIJ.eu-lenovo-yoga-720-13ikb?signonForm=,5,0,0
1685031868698,4,Main Catalog,200,OK,Thread Group 1-12,text,true,,6017,399,19,19,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031868704,2,Home,404,Not Found,Thread Group 1-16,text,false,Test failed: text expected to contain /Welcome to JPetStore 6/,206,130,19,19,http://localhost:8080/%20/jpetstore,2,0,1
1685031869062,4,Main Catalog,200,OK,Thread Group 1-13,text,true,,6017,399,20,20,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031869096,5,Sign In,200,OK,Thread Group 1-9,text,true,,3923,639,20,20,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=mwR7Dz9sAehuThV0CCChut0Lc03ksmEu-3Vi8BIJ.eu-lenovo-yoga-720-13ikb?signonForm=,5,0,0
1685031869122,3,Home,404,Not Found,Thread Group 1-17,text,false,Test failed: text expected to contain /Welcome to JPetStore 6/,206,130,20,20,http://localhost:8080/%20/jpetstore,3,0,1
1685031869448,3,Login,200,OK,Thread Group 1-1,text,true,,5262,1693,21,21,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1685031869448,1,Login-0,302,Found,Thread Group 1-1,,true,,193,974,21,21,http://localhost:8080/jpetstore/actions/Account.action,1,0,0
1685031869450,1,Login-1,200,OK,Thread Group 1-1,text,true,,5069,719,21,21,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1685031869503,1,Main Catalog,200,OK,Thread Group 1-14,text,true,,6017,399,21,21,http://localhost:8080/jpetstore/actions/Catalog.action,1,0,0
1685031869524,2,Sign In,200,OK,Thread Group 1-10,text,true,,3921,639,21,21,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=mwR7Dz9sAehuThV0CCChut0Lc03ksmEu-3Vi8BIJ.eu-lenovo-yoga-720-13ikb?signonForm=,2,0,0
1685031869550,1,Home,404,Not Found,Thread Group 1-18,text,false,Test failed: text expected to contain /Welcome to JPetStore 6/,206,130,21,21,http://localhost:8080/%20/jpetstore,1,0,1
1685031869860,4,Sign In,200,OK,Thread Group 1-11,text,true,,3921,639,22,22,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=mwR7Dz9sAehuThV0CCChut0Lc03ksmEu-3Vi8BIJ.eu-lenovo-yoga-720-13ikb?signonForm=,4,0,0
1685031869901,4,Main Catalog,200,OK,Thread Group 1-15,text,true,,6017,399,22,22,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031869941,8,Login,200,OK,Thread Group 1-2,text,true,,5262,1693,22,22,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031869941,4,Login-0,302,Found,Thread Group 1-2,,true,,193,974,22,22,http://localhost:8080/jpetstore/actions/Account.action,4,0,0
1685031869945,4,Login-1,200,OK,Thread Group 1-2,text,true,,5069,719,22,22,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1685031869962,2,Home,404,Not Found,Thread Group 1-19,text,false,Test failed: text expected to contain /Welcome to JPetStore 6/,206,130,22,22,http://localhost:8080/%20/jpetstore,2,0,1
1685031870210,4,Sign In,200,OK,Thread Group 1-12,text,true,,3923,639,23,23,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=mwR7Dz9sAehuThV0CCChut0Lc03ksmEu-3Vi8BIJ.eu-lenovo-yoga-720-13ikb?signonForm=,4,0,0
1685031870238,4,Main Catalog,200,OK,Thread Group 1-16,text,true,,6017,399,23,23,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031870280,6,Login,200,OK,Thread Group 1-3,text,true,,5262,1693,23,23,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1685031870280,3,Login-0,302,Found,Thread Group 1-3,,true,,193,974,23,23,http://localhost:8080/jpetstore/actions/Account.action,3,0,0
1685031870284,2,Login-1,200,OK,Thread Group 1-3,text,true,,5069,719,23,23,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685031870321,2,Home,404,Not Found,Thread Group 1-20,text,false,Test failed: text expected to contain /Welcome to JPetStore 6/,206,130,23,23,http://localhost:8080/%20/jpetstore,2,0,1
1685031870622,7,Login,200,OK,Thread Group 1-4,text,true,,5262,1693,24,24,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031870622,4,Login-0,302,Found,Thread Group 1-4,,true,,193,974,24,24,http://localhost:8080/jpetstore/actions/Account.action,4,0,0
1685031870626,3,Login-1,200,OK,Thread Group 1-4,text,true,,5069,719,24,24,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1685031870642,4,Main Catalog,200,OK,Thread Group 1-17,text,true,,6017,399,24,24,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031870652,4,Sign In,200,OK,Thread Group 1-13,text,true,,3923,639,24,24,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=mwR7Dz9sAehuThV0CCChut0Lc03ksmEu-3Vi8BIJ.eu-lenovo-yoga-720-13ikb?signonForm=,4,0,0
1685031870712,3,Home,404,Not Found,Thread Group 1-21,text,false,Test failed: text expected to contain /Welcome to JPetStore 6/,206,130,24,24,http://localhost:8080/%20/jpetstore,3,0,1
1685031871012,5,Sign In,200,OK,Thread Group 1-14,text,true,,3925,639,25,25,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=mwR7Dz9sAehuThV0CCChut0Lc03ksmEu-3Vi8BIJ.eu-lenovo-yoga-720-13ikb?signonForm=,5,0,0
1685031871025,5,Reptiles,200,OK,Thread Group 1-1,text,true,,3712,303,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES&viewCategory=&categoryId=REPTILES,5,0,0
1685031871079,4,Main Catalog,200,OK,Thread Group 1-18,text,true,,6017,399,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031871150,8,Login,200,OK,Thread Group 1-5,text,true,,5262,1693,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031871150,4,Login-0,302,Found,Thread Group 1-5,,true,,193,974,25,25,http://localhost:8080/jpetstore/actions/Account.action,4,0,0
1685031871154,4,Login-1,200,OK,Thread Group 1-5,text,true,,5069,719,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031871189,3,Home,404,Not Found,Thread Group 1-22,text,false,Test failed: text expected to contain /Welcome to JPetStore 6/,206,130,25,25,http://localhost:8080/%20/jpetstore,2,0,1
1685031871456,4,Sign In,200,OK,Thread Group 1-15,text,true,,3923,639,25,25,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=mwR7Dz9sAehuThV0CCChut0Lc03ksmEu-3Vi8BIJ.eu-lenovo-yoga-720-13ikb?signonForm=,4,0,0
1685031871483,10,Login,200,OK,Thread Group 1-6,text,true,,5262,1693,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1685031871483,5,Login-0,302,Found,Thread Group 1-6,,true,,193,974,25,25,http://localhost:8080/jpetstore/actions/Account.action,5,0,0
1685031871488,5,Login-1,200,OK,Thread Group 1-6,text,true,,5069,719,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1685031871514,3,Home,404,Not Found,Thread Group 1-23,text,false,Test failed: text expected to contain /Welcome to JPetStore 6/,206,130,25,25,http://localhost:8080/%20/jpetstore,2,0,1
1685031871536,4,Main Catalog,200,OK,Thread Group 1-19,text,true,,6017,399,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031871539,5,Reptiles,200,OK,Thread Group 1-2,text,true,,3712,303,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES&viewCategory=&categoryId=REPTILES,5,0,0
1685031871778,5,Sign In,200,OK,Thread Group 1-16,text,true,,3923,639,25,25,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=mwR7Dz9sAehuThV0CCChut0Lc03ksmEu-3Vi8BIJ.eu-lenovo-yoga-720-13ikb?signonForm=,5,0,0
1685031871789,8,Login,200,OK,Thread Group 1-7,text,true,,5262,1693,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031871789,4,Login-0,302,Found,Thread Group 1-7,,true,,193,974,25,25,http://localhost:8080/jpetstore/actions/Account.action,4,0,0
1685031871793,4,Login-1,200,OK,Thread Group 1-7,text,true,,5069,719,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031871809,5,Reptiles,200,OK,Thread Group 1-3,text,true,,3712,303,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES&viewCategory=&categoryId=REPTILES,5,0,0
1685031871889,4,Main Catalog,200,OK,Thread Group 1-20,text,true,,6017,399,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031871975,3,Home,404,Not Found,Thread Group 1-24,text,false,Test failed: text expected to contain /Welcome to JPetStore 6/,206,130,25,25,http://localhost:8080/%20/jpetstore,3,0,1
1685031872165,5,Reptiles,200,OK,Thread Group 1-4,text,true,,3712,303,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES&viewCategory=&categoryId=REPTILES,5,0,0
1685031872173,4,Sign In,200,OK,Thread Group 1-17,text,true,,3925,639,25,25,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=mwR7Dz9sAehuThV0CCChut0Lc03ksmEu-3Vi8BIJ.eu-lenovo-yoga-720-13ikb?signonForm=,4,0,0
1685031872206,7,Login,200,OK,Thread Group 1-8,text,true,,5262,1693,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031872206,4,Login-0,302,Found,Thread Group 1-8,,true,,193,974,25,25,http://localhost:8080/jpetstore/actions/Account.action,4,0,0
1685031872210,3,Login-1,200,OK,Thread Group 1-8,text,true,,5069,719,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1685031872215,4,Main Catalog,200,OK,Thread Group 1-21,text,true,,6017,399,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031872351,2,Home,404,Not Found,Thread Group 1-25,text,false,Test failed: text expected to contain /Welcome to JPetStore 6/,206,130,25,25,http://localhost:8080/%20/jpetstore,2,0,0
1685031872629,2,Sign In,200,OK,Thread Group 1-18,text,true,,3923,639,25,25,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=mwR7Dz9sAehuThV0CCChut0Lc03ksmEu-3Vi8BIJ.eu-lenovo-yoga-720-13ikb?signonForm=,2,0,0
1685031872630,1,Dogs,200,OK,Thread Group 1-1,text,true,,4296,295,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS&viewCategory=&categoryId=DOGS,1,0,0
1685031872648,4,Login,200,OK,Thread Group 1-9,text,true,,5262,1693,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685031872648,2,Login-0,302,Found,Thread Group 1-9,,true,,193,974,25,25,http://localhost:8080/jpetstore/actions/Account.action,2,0,0
1685031872650,2,Login-1,200,OK,Thread Group 1-9,text,true,,5069,719,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685031872670,2,Reptiles,200,OK,Thread Group 1-5,text,true,,3712,303,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES&viewCategory=&categoryId=REPTILES,2,0,0
1685031872710,2,Main Catalog,200,OK,Thread Group 1-22,text,true,,6017,399,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685031873032,3,Main Catalog,200,OK,Thread Group 1-23,text,true,,6017,399,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1685031873052,5,Dogs,200,OK,Thread Group 1-2,text,true,,4296,295,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS&viewCategory=&categoryId=DOGS,5,0,0
1685031873084,6,Sign In,200,OK,Thread Group 1-19,text,true,,3925,639,25,25,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=mwR7Dz9sAehuThV0CCChut0Lc03ksmEu-3Vi8BIJ.eu-lenovo-yoga-720-13ikb?signonForm=,6,0,0
1685031873086,4,Reptiles,200,OK,Thread Group 1-6,text,true,,3712,303,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES&viewCategory=&categoryId=REPTILES,4,0,0
1685031873171,7,Login,200,OK,Thread Group 1-10,text,true,,5262,1693,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031873171,4,Login-0,302,Found,Thread Group 1-10,,true,,193,974,25,25,http://localhost:8080/jpetstore/actions/Account.action,4,0,0
1685031873175,3,Login-1,200,OK,Thread Group 1-10,text,true,,5069,719,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1685031873322,5,Dogs,200,OK,Thread Group 1-3,text,true,,4296,295,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS&viewCategory=&categoryId=DOGS,5,0,0
1685031873361,4,Reptiles,200,OK,Thread Group 1-7,text,true,,3712,303,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES&viewCategory=&categoryId=REPTILES,4,0,0
1685031873481,5,Sign In,200,OK,Thread Group 1-20,text,true,,3925,639,25,25,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=mwR7Dz9sAehuThV0CCChut0Lc03ksmEu-3Vi8BIJ.eu-lenovo-yoga-720-13ikb?signonForm=,5,0,0
1685031873492,4,Main Catalog,200,OK,Thread Group 1-24,text,true,,6017,399,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031873490,8,Login,200,OK,Thread Group 1-11,text,true,,5262,1693,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031873490,4,Login-0,302,Found,Thread Group 1-11,,true,,193,974,25,25,http://localhost:8080/jpetstore/actions/Account.action,4,0,0
1685031873494,4,Login-1,200,OK,Thread Group 1-11,text,true,,5069,719,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031873710,5,Dogs,200,OK,Thread Group 1-4,text,true,,4296,295,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS&viewCategory=&categoryId=DOGS,5,0,0
1685031873773,7,Reptiles,200,OK,Thread Group 1-8,text,true,,3712,303,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES&viewCategory=&categoryId=REPTILES,7,0,0
1685031873793,6,Sign In,200,OK,Thread Group 1-21,text,true,,3921,639,25,25,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=mwR7Dz9sAehuThV0CCChut0Lc03ksmEu-3Vi8BIJ.eu-lenovo-yoga-720-13ikb?signonForm=,6,0,0
1685031873855,7,Login,200,OK,Thread Group 1-12,text,true,,5262,1693,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031873855,4,Login-0,302,Found,Thread Group 1-12,,true,,193,974,25,25,http://localhost:8080/jpetstore/actions/Account.action,4,0,0
1685031873859,3,Login-1,200,OK,Thread Group 1-12,text,true,,5069,719,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1685031873903,4,Main Catalog,200,OK,Thread Group 1-25,text,true,,6017,399,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031874203,9,Login,200,OK,Thread Group 1-13,text,true,,5262,1693,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031874203,4,Login-0,302,Found,Thread Group 1-13,,true,,193,974,25,25,http://localhost:8080/jpetstore/actions/Account.action,4,0,0
1685031874208,4,Login-1,200,OK,Thread Group 1-13,text,true,,5069,719,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031874225,4,Birds,200,OK,Thread Group 1-1,text,true,,3710,297,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=BIRDS&viewCategory=&categoryId=BIRDS,4,0,0
1685031874231,4,Reptiles,200,OK,Thread Group 1-9,text,true,,3712,303,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES&viewCategory=&categoryId=REPTILES,4,0,0
1685031874249,2,Dogs,200,OK,Thread Group 1-5,text,true,,4296,295,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS&viewCategory=&categoryId=DOGS,2,0,0
1685031874264,2,Sign In,200,OK,Thread Group 1-22,text,true,,3921,639,25,25,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=mwR7Dz9sAehuThV0CCChut0Lc03ksmEu-3Vi8BIJ.eu-lenovo-yoga-720-13ikb?signonForm=,2,0,0
1685031874599,4,Dogs,200,OK,Thread Group 1-6,text,true,,4296,295,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS&viewCategory=&categoryId=DOGS,4,0,0
1685031874614,5,Birds,200,OK,Thread Group 1-2,text,true,,3710,297,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=BIRDS&viewCategory=&categoryId=BIRDS,5,0,0
1685031874633,5,Sign In,200,OK,Thread Group 1-23,text,true,,3923,639,25,25,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=mwR7Dz9sAehuThV0CCChut0Lc03ksmEu-3Vi8BIJ.eu-lenovo-yoga-720-13ikb?signonForm=,5,0,0
1685031874681,4,Reptiles,200,OK,Thread Group 1-10,text,true,,3712,303,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES&viewCategory=&categoryId=REPTILES,4,0,0
1685031874686,7,Login,200,OK,Thread Group 1-14,text,true,,5262,1693,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,3,0,0
1685031874686,3,Login-0,302,Found,Thread Group 1-14,,true,,193,974,25,25,http://localhost:8080/jpetstore/actions/Account.action,3,0,0
1685031874689,4,Login-1,200,OK,Thread Group 1-14,text,true,,5069,719,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,4,0,0
1685031874878,2,Birds,200,OK,Thread Group 1-3,text,true,,3710,297,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=BIRDS&viewCategory=&categoryId=BIRDS,2,0,0
1685031874916,2,Dogs,200,OK,Thread Group 1-7,text,true,,4296,295,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS&viewCategory=&categoryId=DOGS,2,0,0
1685031875008,2,Reptiles,200,OK,Thread Group 1-11,text,true,,3712,303,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES&viewCategory=&categoryId=REPTILES,2,0,0
1685031875048,4,Login,200,OK,Thread Group 1-15,text,true,,5262,1693,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685031875048,2,Login-0,302,Found,Thread Group 1-15,,true,,193,974,25,25,http://localhost:8080/jpetstore/actions/Account.action,2,0,0
1685031875050,2,Login-1,200,OK,Thread Group 1-15,text,true,,5069,719,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685031875075,5,Sign In,200,OK,Thread Group 1-24,text,true,,3921,639,25,25,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=mwR7Dz9sAehuThV0CCChut0Lc03ksmEu-3Vi8BIJ.eu-lenovo-yoga-720-13ikb?signonForm=,5,0,0
1685031875312,6,Dogs,200,OK,Thread Group 1-8,text,true,,4296,295,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS&viewCategory=&categoryId=DOGS,6,0,0
1685031875315,5,Birds,200,OK,Thread Group 1-4,text,true,,3710,297,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=BIRDS&viewCategory=&categoryId=BIRDS,5,0,0
1685031875368,7,Login,200,OK,Thread Group 1-16,text,true,,5262,1693,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,5,0,0
1685031875368,5,Login-0,302,Found,Thread Group 1-16,,true,,193,974,25,25,http://localhost:8080/jpetstore/actions/Account.action,5,0,0
1685031875373,2,Login-1,200,OK,Thread Group 1-16,text,true,,5069,719,25,25,http://localhost:8080/jpetstore/actions/Catalog.action,2,0,0
1685031875392,2,Reptiles,200,OK,Thread Group 1-12,text,true,,3712,303,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=REPTILES&viewCategory=&categoryId=REPTILES,2,0,0
1685031875492,3,Sign In,200,OK,Thread Group 1-25,text,true,,3923,639,25,25,http://localhost:8080/jpetstore/actions/Account.action;jsessionid=mwR7Dz9sAehuThV0CCChut0Lc03ksmEu-3Vi8BIJ.eu-lenovo-yoga-720-13ikb?signonForm=,3,0,0
1685031875739,5,Dogs,200,OK,Thread Group 1-9,text,true,,4296,295,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=DOGS&viewCategory=&categoryId=DOGS,5,0,0
1685031875764,5,Birds,200,OK,Thread Group 1-5,text,true,,3710,297,25,25,http://localhost:8080/jpetstore/actions/Catalog.action?viewCategory=&categoryId=BIRDS&viewCategory=&categoryId=BIRDS,5,0,0
